,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
467,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440,,521.0,172.0,49.0,64.0,48.0,3409,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 20:53:28,0.9.0,11.0,adanet,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/adanet,332.0,332.0,,,,,,,,3.0,,,,,,,,,,,,,,,
468,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-06-15 23:05:30.000000,2022-06-14 23:47:30,1139,63.0,647.0,134.0,988.0,210.0,332.0,3321,Simple and Distributed Machine Learning.,92.0,24,True,2022-01-12 22:42:34,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,
469,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-06-16 07:04:47.000000,2022-06-16 07:04:47,320,5.0,765.0,42.0,25.0,43.0,106.0,3292,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",15.0,24,True,2021-06-28 12:45:52,0.6.5,20.0,scikit-opt,,,,['sklearn'],78.0,78.0,https://pypi.org/project/scikit-opt,2320.0,2320.0,,,,,,,,2.0,,,,,,,,,,,,,,,
470,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-05-24 17:30:34.000000,2022-02-10 08:43:04,2099,,506.0,146.0,229.0,18.0,626.0,3144,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,24,True,2021-08-30 20:20:58,0.6.5,14.0,tensorforce,,,,['tensorflow'],,,https://pypi.org/project/tensorforce,1591.0,1591.0,,,,,,,,3.0,,,,,,,,,,,,,,,
471,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-06-15 09:36:02.000000,2022-06-15 09:35:54,891,45.0,409.0,159.0,32.0,14.0,25.0,3107,High-performance TensorFlow library for quantitative finance.,39.0,24,True,,,4.0,tf-quant-finance,,,,['tensorflow'],,,https://pypi.org/project/tf-quant-finance,1587.0,1587.0,,,,,,,,3.0,,,,,,,,,,,,,,,
472,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195,,629.0,72.0,25.0,113.0,101.0,2932,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],1922.0,1922.0,https://pypi.org/project/keras-vis,3650.0,3650.0,,,,,,,,2.0,,,,,,,,,,,,,,,
473,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198,,314.0,69.0,167.0,139.0,111.0,2545,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,24,False,,,11.0,eli5,conda-forge/eli5,,,,,,https://pypi.org/project/eli5,2897753.0,2899623.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,114101.0,,,,,2.0,,,,,,,,,,,,,,,
474,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-06-16 11:03:32.000000,2022-06-16 01:14:51,154,21.0,267.0,51.0,69.0,62.0,77.0,2487,A deep learning library for video understanding research.,38.0,24,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,14894.0,14894.0,,,,,,,,3.0,,,,,,,,,,,,,,,
475,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-06-16 08:26:03.000000,2022-06-16 08:26:01,2665,94.0,855.0,113.0,389.0,52.0,278.0,2212,IPython Parallel: Interactive Parallel Computing in Python.,110.0,24,False,,,22.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,48218.0,56607.0,https://anaconda.org/conda-forge/ipyparallel,2022-05-10 12:00:39.038,620811.0,,,,,3.0,,-8.0,,,,,,,,,,,,,
476,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447,,250.0,57.0,55.0,18.0,49.0,2077,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],395.0,395.0,https://pypi.org/project/pytorch-nlp,5858.0,5858.0,,,,,,,,3.0,,,,,,,,,,,,,,,
477,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2022-04-30 21:09:56.000000,2021-05-25 16:49:48,947,,206.0,62.0,58.0,23.0,182.0,1771,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,19.0,24,False,2021-05-25 16:57:42,1.4.0,11.0,ampligraph,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/ampligraph,1259.0,1259.0,,,,,,,,2.0,,,,,,,,,,,,,,,
478,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-06-08 21:52:56.000000,2022-05-05 17:04:01,348,2.0,554.0,87.0,172.0,75.0,61.0,1743,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",49.0,24,True,2021-03-04 18:01:29,0.4.0,9.0,aif360,conda-forge/aif360,,,,163.0,163.0,https://pypi.org/project/aif360,6617.0,6724.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2252.0,,,,,2.0,,,,,,,,,,,,,,,
479,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648,,239.0,41.0,33.0,71.0,54.0,1729,A modular active learning framework for Python.,14.0,24,False,,,12.0,modAL,,,,['sklearn'],130.0,130.0,https://pypi.org/project/modAL,8430.0,8430.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,
480,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-06-01 15:54:27.000000,2021-09-28 21:55:38,247,,159.0,28.0,42.0,2.0,81.0,1668,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,24,True,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],135.0,135.0,https://pypi.org/project/checklist,42040.0,42221.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,3092.0,,,,,2.0,,,,,,,,,,,,,,,
481,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-06-15 19:23:35.000000,2022-06-15 19:23:30,687,35.0,349.0,59.0,110.0,65.0,87.0,1615,Library for training machine learning models with privacy for training data.,46.0,24,True,2022-02-22 20:37:34,.0.8.0,10.0,tensorflow-privacy,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-privacy,31460.0,31462.0,,,,,,,,3.0,72.0,,,,,,,,,,,,,,
482,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-06-09 10:47:27.000000,2021-11-11 15:06:17,156,,174.0,45.0,50.0,18.0,88.0,1556,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:24,0.11.0,15.0,causalnex,,,,"['pytorch', 'sklearn']",39.0,39.0,https://pypi.org/project/causalnex,1808.0,1808.0,,,,,,,,2.0,,,,,,,,,,,,,,,
483,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-06-02 03:34:14.000000,2022-05-20 06:22:46,1220,2.0,259.0,54.0,1310.0,193.0,805.0,1461,A toolkit for reproducible reinforcement learning research.,78.0,24,True,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,,['tensorflow'],43.0,43.0,https://pypi.org/project/garage,384.0,384.0,,,,,,,,3.0,,,,,,,,,,,,,,,
484,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,,2020-01-07 18:20:37.000,2022-06-07 20:20:22.000000,2022-05-20 21:40:57,828,28.0,101.0,31.0,389.0,47.0,309.0,1395,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,17.0,24,False,2022-04-28 21:45:14,1.1.2,19.0,orbit-ml,,,,,6.0,6.0,https://pypi.org/project/orbit-ml,260293.0,260293.0,,,,,,,,3.0,,,,,,,,,,,,,,,
485,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-06-08 14:40:41.000000,2022-03-28 11:37:46,328,2.0,103.0,27.0,175.0,37.0,102.0,1229,Fast job queuing and RPC in python with asyncio and redis.,39.0,24,True,2021-09-02 12:45:02,0.22,52.0,arq,conda-forge/arq,,,,232.0,232.0,https://pypi.org/project/arq,23310.0,23483.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2424.0,,,,,3.0,,,,,,,,,,,,,,,
486,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-06-01 09:54:05.000000,2022-06-01 09:54:02,628,23.0,134.0,45.0,151.0,18.0,346.0,1055,moDel Agnostic Language for Exploration and eXplanation.,20.0,24,False,2021-01-04 17:21:32,1.0.0,5.0,dalex,conda-forge/dalex,,,,44.0,44.0,https://pypi.org/project/dalex,11091.0,11305.0,https://anaconda.org/conda-forge/dalex,2021-07-17 15:59:19.192,3643.0,,,,,2.0,,,,,,,,,,,,,,,
487,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-06-16 12:53:16.000000,2022-06-16 12:53:15,5356,139.0,200.0,44.0,1526.0,86.0,745.0,1026,cuGraph - RAPIDS Graph Analytics Library.,86.0,24,True,2022-06-07 20:28:30,22.06.00,19.0,cugraph,conda-forge/libcugraph,,,,,,https://pypi.org/project/cugraph,113.0,655.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,7592.0,,,,,3.0,,,,,,,,,,,,,,,
488,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-06-15 23:56:39.000000,2021-06-23 11:19:05,409,,298.0,33.0,291.0,4.0,198.0,932,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,174.0,174.0,https://pypi.org/project/pyswarms,8023.0,8023.0,,,,,,,,3.0,,,,,,,,,,,,,,,
489,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-06-03 15:21:39.000000,2021-12-28 17:01:09,209,,143.0,21.0,22.0,38.0,68.0,811,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",12.0,24,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],218.0,218.0,https://pypi.org/project/prince,72660.0,72989.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,10207.0,,,,,3.0,,,,,,,,,,,,,,,
490,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-06-16 00:44:23.000000,2022-06-15 19:07:58,638,61.0,74.0,24.0,84.0,10.0,24.0,810,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",11.0,24,True,2022-06-15 05:29:16,1.3.0,19.0,imodels,,,,,18.0,18.0,https://pypi.org/project/imodels,2993.0,2993.0,,,,,,,,2.0,,,,,,,,,,,,,,,
491,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145,,153.0,33.0,23.0,32.0,234.0,711,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,134.0,134.0,https://pypi.org/project/neupy,3074.0,3074.0,,,,,,,,3.0,,,,,,,,,,,,,,,
492,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919,,152.0,34.0,108.0,15.0,44.0,568,Snowball compiler and stemming algorithms.,28.0,24,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,4.0,4.0,https://pypi.org/project/snowballstemmer,6934736.0,6998760.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,4481717.0,,,,,3.0,,-7.0,,,,,,,,,,,,,
493,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-06-05 22:12:03.000000,2022-03-15 11:16:28,384,,87.0,23.0,59.0,13.0,79.0,530,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,24,True,,,,tinytag,,,,,530.0,530.0,https://pypi.org/project/tinytag,101399.0,101399.0,,,,,,,,3.0,,,,,,,,,,,,,,,
494,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-06-16 00:20:37.000000,2022-05-11 01:39:39,1729,46.0,53.0,19.0,212.0,65.0,248.0,521,The worlds cleanest AutoML framework - Do hyperparameter tuning with the right pipeline abstractions to write clean..,7.0,24,True,2022-04-15 23:19:03,0.7.0,23.0,neuraxle,,,,,32.0,32.0,https://pypi.org/project/neuraxle,585.0,585.0,,,,,,,,3.0,,,,,,,,,,,,,,,
495,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-05-13 17:21:19.313000,2022-05-13 14:29:53,234,43.0,98.0,14.0,57.0,17.0,26.0,476,Working with molecular structures in pandas DataFrames.,10.0,24,True,2022-05-13 14:31:23,0.4.1,15.0,biopandas,conda-forge/biopandas,,,['pandas'],110.0,110.0,https://pypi.org/project/biopandas,3634.0,5279.0,https://anaconda.org/conda-forge/biopandas,2022-05-13 17:21:19.313,108634.0,,,,,3.0,,,,,,,,,,,,,,,
496,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-06-12 09:56:26.000000,2022-06-12 09:54:25,434,23.0,38.0,7.0,43.0,108.0,180.0,407,python binding for libvips using cffi.,13.0,24,True,,,4.0,pyvips,conda-forge/pyvips,,,,333.0,333.0,https://pypi.org/project/pyvips,17060.0,17682.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,21175.0,,,,,3.0,,,,,,,,,,,,,,,
497,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,,2016-06-07 15:55:16.000,2022-04-23 17:46:37.000000,2022-04-23 17:46:37,3352,2.0,1547.0,463.0,697.0,20.0,439.0,7032,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,23,False,2021-01-06 07:16:21,2.2.4,76.0,tensorlayer,,,,['tensorflow'],,,https://pypi.org/project/tensorlayer,2268.0,2288.0,,,,,,,,3.0,1393.0,,,,,,,,,,,,,,
498,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162,,1390.0,131.0,51.0,138.0,138.0,7017,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,23,False,2020-03-01 03:29:43,1.0,1.0,efficientnet-pytorch,,,,['pytorch'],,,https://pypi.org/project/efficientnet-pytorch,106181.0,166349.0,,,,,,,,2.0,1624539.0,,,,,,,,,,,,,,
499,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2022-05-12 04:34:56.000000,2021-03-15 15:49:05,145,,923.0,181.0,77.0,203.0,146.0,4794,Official Kaggle API.,36.0,23,False,,,8.0,kaggle,conda-forge/kaggle,,,,,,https://pypi.org/project/kaggle,128753.0,131107.0,https://anaconda.org/conda-forge/kaggle,2021-12-17 19:19:11.878,87122.0,,,,,3.0,,,,,,,,,,,,,,,
500,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,,2017-08-07 02:13:37.000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10,174,,722.0,141.0,41.0,124.0,92.0,4701,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,23,False,2020-02-03 01:07:00,2.0.0,12.0,textgenrnn,,,,['tensorflow'],1002.0,1002.0,https://pypi.org/project/textgenrnn,1241.0,1254.0,,,,,,,,3.0,685.0,,,,,,,,,,,,,,
501,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:13.000000,2022-03-13 19:08:59,231,,305.0,74.0,37.0,92.0,73.0,4234,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,23,True,2022-03-13 19:09:13,0.11.1,67.0,deep-daze,,,,,39.0,39.0,https://pypi.org/project/deep-daze,1985.0,1985.0,,,,,,,,3.0,,,,,,,,,,,,,,,
502,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226,1.0,712.0,126.0,33.0,37.0,135.0,4107,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],262.0,262.0,https://pypi.org/project/torchdiffeq,6811.0,7031.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,5506.0,,,,,2.0,,,,,,,,,,,,,,,
503,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118,,806.0,334.0,89.0,83.0,306.0,3859,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 21:36:23,2.6.0,32.0,nervananeon,anaconda/neon,,,,,,https://pypi.org/project/nervananeon,33.0,53.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1173.0,,,,,3.0,335.0,,,,,,,,,,,,,,
504,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154,,482.0,139.0,648.0,60.0,197.0,3662,Snips Python library to extract meaning from text.,22.0,23,False,2020-01-15 09:51:41,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,2735.0,2735.0,,,,,,,,3.0,,,,,,,,,,,,,,,
505,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810,,896.0,178.0,385.0,32.0,429.0,3662,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,23,True,2019-10-09 19:24:22,2.2,2.0,matchzoo,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/matchzoo,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,
506,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838,,690.0,67.0,246.0,102.0,814.0,3554,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,23,True,2020-08-05 19:45:11,2.10.1,21.0,stable-baselines,,,,,,,https://pypi.org/project/stable-baselines,8139.0,8139.0,,,,,,,,3.0,,,,,,,,,,,,,,,
507,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-06-16 02:49:58.000000,2022-03-15 12:13:11,507,,304.0,72.0,650.0,36.0,66.0,2937,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,23,True,2021-12-21 14:29:03,0.4.1,6.0,lit-nlp,conda-forge/lit-nlp,,,,10.0,10.0,https://pypi.org/project/lit-nlp,1159.0,2927.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,37140.0,,,,,3.0,,,,,,,,,,,,,,,
508,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-06-10 23:07:00.000000,2022-06-10 23:04:56,387,24.0,272.0,54.0,405.0,51.0,98.0,2656,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",32.0,23,True,2021-11-02 17:21:02,0.1.6,2.0,vissl,,,,['pytorch'],8.0,8.0,https://pypi.org/project/vissl,593.0,593.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018,,390.0,137.0,127.0,158.0,244.0,2470,PYthon svg GrAph plotting Library.,71.0,23,False,2015-02-16 16:54:22,1.7.0,2.0,pygal,conda-forge/pygal,,,,,,https://pypi.org/project/pygal,111534.0,111953.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,15109.0,,,,,2.0,,,,,,,,,,,,,,,
510,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75,,201.0,59.0,39.0,15.0,23.0,2435,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,23,False,,,5.0,knockknock,conda-forge/knockknock,,,,325.0,325.0,https://pypi.org/project/knockknock,4599.0,4885.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,9160.0,,,,,3.0,,,,,,,,,,,,,,,
