,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
398,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,453.0,37.0,41.0,54.0,58.0,1984,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,True,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,['tensorflow'],238573.0,73769.0,1086.0,1086.0,https://pypi.org/project/efficientnet,67484.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,149.0,3.0,,,,,,,,,,,,,,,,,,,,
399,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-07-18 07:13:01.000000,2022-07-18 07:13:01,1007.0,2.0,276.0,36.0,48.0,96.0,395.0,1976,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",18.0,26,True,2022-03-02 09:23:54,0.11.2,47.0,mljar-supervised,conda-forge/mljar-supervised,,,11290.0,48.0,48.0,https://pypi.org/project/mljar-supervised,11051.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,3110.0,2.0,,,,,,,,,,,,,,,,,,,,
400,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-07-28 12:46:39.000000,2022-07-14 17:42:38,380.0,34.0,563.0,87.0,186.0,75.0,62.0,1781,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",52.0,26,True,2021-03-04 18:01:29,0.4.0,9.0,aif360,conda-forge/aif360,,,6716.0,166.0,166.0,https://pypi.org/project/aif360,6592.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2749.0,2.0,,,,,,,,,,,,,,,,,,,,
401,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2022-07-28 14:14:51.000000,2022-07-28 08:32:57,1050.0,224.0,111.0,9.0,1135.0,158.0,526.0,1751,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,25.0,26,False,2022-07-07 06:49:13,0.8.1,39.0,deepchecks,,,208.0,21869.0,19.0,19.0,https://pypi.org/project/deepchecks,21846.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
402,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,153.0,60.0,65.0,68.0,125.0,1733,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,True,2022-02-12 03:29:55,0.8.0,21.0,hypertools,,,19.0,749.0,202.0,202.0,https://pypi.org/project/hypertools,749.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
403,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-07-28 09:27:45.000000,2022-07-27 12:13:11,766.0,76.0,136.0,26.0,555.0,66.0,259.0,1711,A python library for self-supervised learning on images.,19.0,26,True,2022-07-26 11:00:12,1.2.25,59.0,lightly,,['pytorch'],,4521.0,42.0,42.0,https://pypi.org/project/lightly,4521.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-07-27 23:20:42.000000,2022-07-27 23:10:23,339.0,254.0,70.0,24.0,538.0,19.0,159.0,1681,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,10.0,26,True,2022-07-26 17:51:42,1.0.8,62.0,whylogs,,,54.0,21199.0,,,https://pypi.org/project/whylogs,21197.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
405,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-07-27 21:51:02.000000,2022-07-26 09:12:17,851.0,18.0,168.0,45.0,160.0,102.0,120.0,1670,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",23.0,26,True,2020-08-31 21:05:46,0.11.8,5.0,graphistry,,['jupyter'],,1954.0,73.0,73.0,https://pypi.org/project/graphistry,1954.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-07-27 21:35:20.000000,2022-07-27 20:29:15,711.0,44.0,354.0,59.0,138.0,66.0,87.0,1629,Library for training machine learning models with privacy for training data.,47.0,26,True,2022-07-27 21:35:20,0.8.2,12.0,tensorflow-privacy,,['tensorflow'],76.0,27913.0,,,https://pypi.org/project/tensorflow-privacy,27911.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
407,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:22:34.000000,2022-03-30 23:22:31,502.0,,294.0,104.0,46.0,19.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,26,True,2021-08-17 01:14:44,3.0.0,9.0,elephas,conda-forge/elephas,"['keras', 'spark']",,148027.0,56.0,56.0,https://pypi.org/project/elephas,147773.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8897.0,3.0,,,,,,,,,,,,,,,,,,,,
408,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,,2015-06-26 18:38:23.000,2022-06-26 18:35:34.000000,2022-06-26 18:35:34,1552.0,7.0,328.0,52.0,77.0,87.0,349.0,1397,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,49.0,26,False,2022-04-18 01:40:02,1.1.13,24.0,vizdoom,,,11531.0,1116.0,147.0,147.0,https://pypi.org/project/vizdoom,965.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
409,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2022-07-06 18:01:34.000000,2022-07-06 18:01:34,999.0,2.0,292.0,71.0,377.0,89.0,355.0,1393,MLeap: Deploy ML Pipelines to Production.,76.0,26,True,,,8.0,mleap,conda-forge/mleap,,,227302.0,190.0,190.0,https://pypi.org/project/mleap,226011.0,https://anaconda.org/conda-forge/mleap,2022-04-05 03:50:48.321,50357.0,3.0,,,,,,,,,,,,,,,,,,,,
410,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-07-28 13:21:04.000000,2022-07-12 14:51:47,712.0,17.0,308.0,35.0,713.0,142.0,220.0,1323,A Python package to assess and improve fairness of machine learning models.,68.0,26,True,2021-07-07 08:16:09,0.7.0,11.0,fairlearn,conda-forge/fairlearn,['sklearn'],,200019.0,,,https://pypi.org/project/fairlearn,199346.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,19526.0,2.0,,,,,,,,,,,,,,,,,,,,
411,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653.0,3.0,214.0,42.0,304.0,64.0,14.0,1291,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,['tensorflow'],,27953.0,705.0,705.0,https://pypi.org/project/mesh-tensorflow,27953.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-07-25 12:59:49.000000,2022-04-27 15:01:18,2962.0,,110.0,35.0,259.0,11.0,172.0,1278,Multi-class confusion matrix library in Python.,17.0,26,True,2022-04-27 15:18:08,3.5,38.0,pycm,,,,32774.0,164.0,164.0,https://pypi.org/project/pycm,32774.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
413,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-07-06 21:09:14.000000,2022-06-21 18:44:25,6394.0,24.0,213.0,39.0,1007.0,32.0,196.0,1237,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",23.0,26,True,2020-07-19 03:05:40,2.2.32,83.0,optimuspyspark,,['spark'],,56862.0,,,https://pypi.org/project/optimuspyspark,56862.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
414,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-07-26 11:58:47.000000,2022-07-26 11:58:46,360.0,40.0,231.0,49.0,94.0,34.0,28.0,1132,Interpretability and explainability of data and machine learning models.,31.0,26,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,1769.0,52.0,52.0,https://pypi.org/project/aix360,1769.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,
415,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,224.0,39.0,34.0,61.0,589.0,979,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,408.0,56025.0,333.0,333.0,https://pypi.org/project/pyclustering,54737.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,39788.0,3.0,,,,,,,,,,,,,,,,,,,,
416,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,294.0,71.0,83.0,23.0,26.0,949,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,36692.0,925.0,925.0,https://pypi.org/project/empyrical,36367.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,17228.0,3.0,,,,,,,,,,,,,,,,,,,,
417,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-07-28 12:39:20.000000,2022-07-28 12:32:38,2666.0,190.0,34.0,132.0,312.0,69.0,191.0,775,An open-source plotting library for statistical data.,17.0,26,True,2022-06-20 17:10:47,2.4.0,50.0,lets-plot,,,294.0,3243.0,17.0,17.0,https://pypi.org/project/lets-plot,3234.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-07-14 22:11:37.000000,2022-07-14 22:10:54,4991.0,157.0,63.0,13.0,63.0,169.0,204.0,718,"Experiment tracking, ML developer tools.",20.0,26,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,6.0,3642.0,56.0,56.0,https://pypi.org/project/guildai,3640.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-07-12 12:32:10.000000,2022-07-12 12:30:11,1539.0,11.0,182.0,21.0,244.0,42.0,231.0,609,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",37.0,26,True,2021-09-04 09:49:51,1.4.5,29.0,salib,conda-forge/salib,,,154526.0,,,https://pypi.org/project/salib,153248.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,86931.0,3.0,,,,,,,,,,,,,,,,,,,,
420,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-07-26 14:52:49.000000,2022-05-17 05:27:38,1571.0,6.0,212.0,38.0,1166.0,192.0,336.0,569,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",94.0,26,True,2022-05-18 01:03:25,0.26.0,33.0,tensorflow-io,,['tensorflow'],,344143.0,,,https://pypi.org/project/tensorflow-io,344143.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-07-02 13:32:12.000000,2022-07-02 13:32:12,253.0,2.0,94.0,20.0,45.0,31.0,48.0,405,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,22.0,26,True,,,5.0,audioread,conda-forge/audioread,,,1069038.0,9070.0,9070.0,https://pypi.org/project/audioread,1062587.0,https://anaconda.org/conda-forge/audioread,2022-04-10 00:32:17.148,464533.0,3.0,,,,,,,,,,,,,,,,,,,,
422,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-07-27 02:32:14.000000,2021-12-20 23:24:01,1186.0,,139.0,22.0,554.0,19.0,207.0,382,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,10279.0,152.0,152.0,https://pypi.org/project/earthpy,9059.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,47608.0,3.0,,,,,,,,,,,,,,,,,,,,
423,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,954.0,185.0,323.0,321.0,287.0,5607,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:14:52,0.3.1,12.0,mmdnn,,,3575.0,747.0,84.0,84.0,https://pypi.org/project/mmdnn,684.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,,2021-06-09 17:57:28.000,2022-07-27 16:35:39.000000,2022-07-27 16:32:25,192.0,25.0,248.0,60.0,167.0,12.0,53.0,4497,"A data augmentations library for audio, image, text, and video.",25.0,25,False,2022-03-29 11:42:50,1.0.0,7.0,augly,,,,1097.0,44.0,44.0,https://pypi.org/project/augly,1097.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-07-27 18:04:06.000000,2022-07-27 18:04:06,236.0,8.0,725.0,124.0,34.0,37.0,135.0,4166,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,25,True,,,4.0,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,7436.0,287.0,287.0,https://pypi.org/project/torchdiffeq,7198.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,6190.0,2.0,,,,,,,,,,,,,,,,,,,,
426,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-30 19:39:19.000000,2022-03-02 13:05:43,1042.0,,888.0,230.0,212.0,37.0,194.0,3913,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30,1.0.3,6.0,tensortrade,conda-forge/tensortrade,,,616.0,36.0,36.0,https://pypi.org/project/tensortrade,525.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1370.0,3.0,,,,,,,,,,,,,,,,,,,,
427,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,936.0,216.0,408.0,115.0,402.0,3816,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09,0.1,1.0,lasagne,,,,1556.0,924.0,924.0,https://pypi.org/project/lasagne,1556.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131.0,,875.0,140.0,29.0,33.0,76.0,3654,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,True,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,218140.0,4047.0,4047.0,https://pypi.org/project/vadersentiment,217567.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,9175.0,3.0,,,,,,,,,,,,,,,,,,,,
429,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281.0,84.0,65.0,41.0,31.0,3187,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:13:24,3.0.3,16.0,chartify,conda-forge/chartify,,,11438.0,63.0,63.0,https://pypi.org/project/chartify,10975.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,20385.0,3.0,,,,,,,,,,,,,,,,,,,,
430,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181.0,,304.0,56.0,44.0,48.0,49.0,3113,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,6615.0,82.0,82.0,https://pypi.org/project/layoutparser,6615.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342.0,2.0,511.0,109.0,70.0,182.0,114.0,3006,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05,0.4.4,15.0,xlearn,,,3344.0,2576.0,91.0,91.0,https://pypi.org/project/xlearn,2512.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-07-25 21:47:51.000000,2022-07-25 18:37:25,764.0,59.0,379.0,59.0,370.0,,383.0,2737,On-device wake word detection powered by deep learning.,31.0,25,True,2022-01-21 17:58:25,2.1,12.0,pvporcupine,,,,1433.0,9.0,9.0,https://pypi.org/project/pvporcupine,1433.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
433,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-06-29 05:18:35.000000,2022-04-26 21:33:51,470.0,,434.0,92.0,34.0,56.0,236.0,2524,Learning to Rank in TensorFlow.,28.0,25,True,2021-11-16 23:49:54,0.5.0,15.0,tensorflow_ranking,,['tensorflow'],,90855.0,,,https://pypi.org/project/tensorflow_ranking,90855.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
434,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-07-26 04:48:19.000000,2022-07-26 04:35:46,2688.0,73.0,867.0,114.0,398.0,52.0,278.0,2235,IPython Parallel: Interactive Parallel Computing in Python.,111.0,25,False,,,24.0,ipyparallel,conda-forge/ipyparallel,['jupyter'],,62927.0,,,https://pypi.org/project/ipyparallel,54282.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,648381.0,3.0,,,,,,,,,,,-7.0,,,,,,,,,
435,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-07-13 23:28:41.000000,2022-05-16 16:44:22,457.0,5.0,247.0,61.0,299.0,24.0,113.0,2206,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-02-10 03:10:14,3.1.0,22.0,ddsp,conda-forge/ddsp,['tensorflow'],,3735.0,28.0,28.0,https://pypi.org/project/ddsp,3285.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11274.0,3.0,,,,,,,,,,,,,,,,,,,,
436,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,250.0,56.0,56.0,18.0,49.0,2094,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00,0.5.0,5.0,pytorch-nlp,,['pytorch'],,4940.0,407.0,407.0,https://pypi.org/project/pytorch-nlp,4940.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,456.0,41.0,22.0,61.0,38.0,1821,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,,,2.0,mtcnn,conda-forge/mtcnn,['tensorflow'],,26534.0,2485.0,2485.0,https://pypi.org/project/mtcnn,26348.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5408.0,3.0,,,,,,,,,,,,,,,,,,,,
438,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-07-19 13:04:18.000000,2022-07-19 13:04:18,2236.0,30.0,207.0,39.0,20.0,1.0,84.0,1676,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,14.0,25,False,2022-06-04 20:12:40,_10300,100.0,karateclub,conda-forge/karateclub,,,3208.0,96.0,96.0,https://pypi.org/project/karateclub,2757.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,10836.0,2.0,,,,,,,,,,,,,,,,,,,,
439,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-05-28 10:07:13.000000,2022-04-23 16:54:30,635.0,,252.0,27.0,181.0,21.0,372.0,1538,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,25,True,2022-05-28 10:07:13,1.3,15.0,talos,,['tensorflow'],,694.0,146.0,146.0,https://pypi.org/project/talos,694.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
440,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-07-18 20:04:25.000000,2022-07-18 20:04:25,1071.0,2.0,213.0,102.0,169.0,63.0,263.0,1462,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",43.0,25,True,2022-01-10 21:46:17,4.1.2,44.0,streamparse,,,,2674.0,55.0,55.0,https://pypi.org/project/streamparse,2674.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
