,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
487,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574.0,,78.0,29.0,313.0,60.0,27.0,356.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,25,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],291.0,291.0,https://pypi.org/project/tensorflow-cloud,67550.0,67550.0,,,,,,,,3.0,,,,,,,,,,,,,,,
488,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-06-29 16:28:26.000000,2023-06-29 16:28:24,325.0,1.0,1324.0,439.0,46.0,75.0,86.0,10200.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,24,True,2019-09-26 14:58:33,2,2.0,dopamine-rl,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/dopamine-rl,39550.0,39550.0,,,,,,,,2.0,,,,,,,,,,,,,,,
489,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-06-14 00:38:14.000000,2022-11-08 22:11:16,98.0,,1685.0,200.0,68.0,78.0,34.0,9313.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,24,True,,,,english-words,,,,,1.0,1.0,https://pypi.org/project/english-words,614082.0,614082.0,,,,,,,,3.0,,,,,,,,,,,,,,,
490,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-01-09 00:12:07.000000,2021-02-12 10:36:31,2184.0,,1084.0,178.0,212.0,17.0,533.0,7924.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,24,False,2021-01-29 00:03:56,0.0.9,1.0,,,,,,13.0,13.0,,,213.0,,,,,,,,3.0,6823.0,,,,,,,,,,,,,,
491,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1340.0,346.0,14.0,40.0,65.0,6164.0,Python library for processing Chinese text.,8.0,24,False,,,,snownlp,,,,,1205.0,1205.0,https://pypi.org/project/snownlp,4091.0,4091.0,,,,,,,,3.0,,,,,,,,,,,,,,,
492,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-09-14 07:02:32.000000,2023-09-12 07:56:47,11544.0,40.0,1483.0,142.0,3353.0,778.0,999.0,5188.0,An Industrial Grade Federated Learning Framework.,92.0,24,True,2023-09-12 07:58:53,1.11.3,45.0,ETAF,,,,,,,https://pypi.org/project/ETAF,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,
493,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-05-28 02:16:35.000000,2023-03-29 07:02:37,553.0,,841.0,124.0,62.0,119.0,74.0,4944.0,Image augmentation library in Python for machine learning.,23.0,24,True,,,,Augmentor,,,,,647.0,647.0,https://pypi.org/project/Augmentor,10082.0,10082.0,,,,,,,,3.0,,,,,,,,,,,,,,,
494,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-09-14 12:54:54.000000,2023-09-13 15:58:08,1494.0,51.0,750.0,145.0,1393.0,286.0,393.0,4454.0,Simple and Distributed Machine Learning.,112.0,24,True,2023-07-10 22:45:30,0.11.2,32.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,3.0,3.0,,,,,,,,3.0,,,,,,,,,,,,,,,
495,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-07-28 03:59:20.000000,2023-05-19 17:52:25,508.0,,805.0,62.0,628.0,102.0,394.0,3057.0,A high-performance distributed training framework for Reinforcement Learning.,41.0,24,True,2023-03-10 09:21:02,2.2,9.0,parl,,,,['paddle'],116.0,116.0,https://pypi.org/project/parl,504.0,504.0,,,,,,,,2.0,,,,,,,,,,,,,,,
496,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-08-26 21:34:27.000000,2023-08-26 20:55:56,177.0,2.0,355.0,166.0,79.0,68.0,99.0,2999.0,A deep learning library for video understanding research.,54.0,24,True,2021-09-10 17:02:20,0.1.3,2.0,pytorchvideo,,,,['pytorch'],,,https://pypi.org/project/pytorchvideo,144562.0,144562.0,,,,,,,,3.0,,,,,,,,,,,,,,,
497,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-08-11 21:56:51.000000,2023-02-28 07:05:02,2087.0,,674.0,164.0,60.0,5.0,642.0,2901.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,24,True,2023-02-28 18:11:51,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,899.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,56608.0,,,,,3.0,4676.0,,,,,,,,,,,,,,
498,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-03-18 16:45:36.000000,2022-10-05 16:26:03,376.0,,209.0,48.0,480.0,30.0,70.0,2605.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,24,True,2022-04-25 18:51:36,0.10.0,13.0,m2cgen,,,,,153.0,153.0,https://pypi.org/project/m2cgen,10631.0,10631.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,
499,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-09-04 10:02:01.000000,2023-09-04 10:00:46,2843.0,22.0,948.0,122.0,486.0,53.0,290.0,2473.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,24,False,,,28.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],,,https://pypi.org/project/ipyparallel,337090.0,347185.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,898521.0,,,,,3.0,,,,,,,-8.0,,,,,,,,
500,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,705.0,167.0,94.0,124.0,358.0,2436.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,24,False,,,,enigma-catalyst,,,,,25.0,25.0,https://pypi.org/project/enigma-catalyst,153.0,153.0,,,,,,,,3.0,,,,,,,,,,,,,,,
501,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2023-09-08 09:47:44.000000,2023-07-01 21:40:58,1936.0,4.0,313.0,38.0,81.0,11.0,155.0,2210.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,24,True,2022-09-04 16:37:07,0.54.0,42.0,torch-geometric-temporal,,,,['pytorch'],,,https://pypi.org/project/torch-geometric-temporal,1990.0,1990.0,,,,,,,,2.0,,,,,,,,,,,,,,,
502,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-02-24 18:44:15.000000,2020-09-22 22:35:28,271.0,,326.0,79.0,54.0,151.0,68.0,2197.0,Multilingual text (NLP) processing toolkit.,26.0,24,False,,,,polyglot,,,,,1084.0,1084.0,https://pypi.org/project/polyglot,61021.0,61021.0,,,,,,,,3.0,,,,,,,,,,,,,,,
503,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,292.0,66.0,14.0,26.0,46.0,2138.0,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,7353.0,7353.0,https://pypi.org/project/langid,354568.0,354568.0,,,,,,,,3.0,,,,,,,,,,,,,,,
504,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-09-05 06:09:07.000000,2023-09-05 06:09:05,385.0,1.0,276.0,57.0,14.0,21.0,78.0,2136.0,Beautiful visualizations of how language differs among document types.,14.0,24,True,2017-03-13 05:31:21,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,429.0,429.0,https://pypi.org/project/scattertext,8773.0,9919.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,83691.0,,,,,3.0,,,,,,,,,,,,,,,
505,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-08-28 11:13:00.000000,2023-06-01 12:18:23,739.0,,300.0,42.0,42.0,81.0,56.0,2011.0,A modular active learning framework for Python.,20.0,24,True,,,13.0,modAL,,,,['sklearn'],13.0,13.0,https://pypi.org/project/modAL,61653.0,61653.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,,
506,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-07-11 19:58:44.000000,2022-08-12 15:43:09,249.0,,190.0,30.0,59.0,4.0,82.0,1942.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,24,False,,,2.0,checklist,conda-forge/checklist,,,['jupyter'],278.0,278.0,https://pypi.org/project/checklist,3456.0,3652.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6299.0,,,,,3.0,,,,,,,,,,,,,,,
507,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,290.0,56.0,1313.0,199.0,810.0,1727.0,A toolkit for reproducible reinforcement learning research.,79.0,24,True,2020-09-14 22:30:57,2020.06.3,21.0,garage,,,,['tensorflow'],89.0,89.0,https://pypi.org/project/garage,545.0,545.0,,,,,,,,2.0,,,,,,,,,,,,,,,
508,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,114.0,39.0,11.0,32.0,51.0,1602.0,"A fast, efficient universal vector embedding utility package.",4.0,24,False,2020-05-25 11:26:09,0.1.143,100.0,pymagnitude,,,,,313.0,313.0,https://pypi.org/project/pymagnitude,3107.0,3107.0,,,,,,,,3.0,,,,,,,,,,,,,,,
509,Pypeline,cgarciae/pypeln,data-pipelines,,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000,2023-07-20 16:18:20.000000,2023-03-22 14:52:27,240.0,,90.0,42.0,42.0,21.0,47.0,1465.0,Concurrent data pipelines in Python .,13.0,24,True,2022-01-06 15:32:49,0.4.9,14.0,pypeln,conda-forge/pypeln,,,,108.0,108.0,https://pypi.org/project/pypeln,33184.0,33558.0,https://anaconda.org/conda-forge/pypeln,2023-06-16 19:20:56.548,14224.0,,,,,3.0,,,,,,,,,,,,,,,
510,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-07-21 21:17:07.584000,2023-07-04 11:04:34,170.0,2.0,176.0,30.0,16.0,1.0,76.0,1438.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,24,True,,,34.0,autoviz,conda-forge/autoviz,,,,541.0,541.0,https://pypi.org/project/autoviz,27777.0,29430.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,41334.0,,,,,3.0,,,,,,,,,,,,,,,
511,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-08-27 08:50:24.000000,2023-08-27 09:50:01,1167.0,41.0,116.0,29.0,68.0,1.0,29.0,1418.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,24,True,2023-08-19 14:26:10,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],,,https://pypi.org/project/pytorch_toolbelt,17206.0,17206.0,,,,,,,,2.0,,,,,,,,,,,,,,,
512,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-09-13 18:19:26.000000,2023-09-13 10:15:08,2801.0,7.0,169.0,27.0,652.0,88.0,420.0,1328.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,24,True,2023-02-22 18:28:28,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,3782.0,3786.0,,,,,,,,2.0,175.0,,,,,,,,,,,,,,
513,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-06-16 19:24:13.607000,2023-03-22 21:16:11,666.0,,157.0,47.0,161.0,19.0,376.0,1240.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,24,False,2022-09-10 12:32:33,python-v1.5.0,6.0,dalex,conda-forge/dalex,,,,129.0,129.0,https://pypi.org/project/dalex,14855.0,15177.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,10325.0,,,,,3.0,,,,,,,,,,,,,,,
514,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204.0,,305.0,49.0,42.0,87.0,112.0,1232.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,24,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],312.0,312.0,https://pypi.org/project/keras-ocr,10303.0,27902.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,269.0,,,,,3.0,633328.0,,,,,,,,,,,,,,
515,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-09-12 05:32:22.000000,2023-09-12 05:32:18,740.0,80.0,162.0,18.0,243.0,57.0,92.0,1148.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,24,True,2023-06-26 15:48:01,0.10,11.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,108575.0,108575.0,,,,,,,,3.0,,,,,,,,,,,,,,,
516,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471.0,,223.0,73.0,415.0,51.0,147.0,1123.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,24,False,2020-02-14 05:32:03,0.8.0,8.0,chainerrl,,,,,154.0,154.0,https://pypi.org/project/chainerrl,390.0,390.0,,,,,,,,2.0,,,,,,,,,,,,,,,
517,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2023-08-29 11:31:26.000000,2023-08-29 11:31:26,76.0,1.0,223.0,20.0,16.0,3.0,87.0,1115.0,Implementation of the node2vec algorithm.,12.0,24,True,2022-08-01 11:34:27,0.4.6,9.0,node2vec,conda-forge/node2vec,,,,462.0,462.0,https://pypi.org/project/node2vec,71318.0,71731.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,26481.0,,,,,2.0,,,,,,,,,,,,,,,
518,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-08-15 12:49:01.000000,2023-08-15 12:48:55,206.0,7.0,78.0,33.0,106.0,6.0,18.0,1094.0,,21.0,24,False,2023-06-29 15:03:07,0.1.6,7.0,rlax,,,,['jax'],161.0,161.0,https://pypi.org/project/rlax,374697.0,374697.0,,,,,,,,2.0,,,google-deepmind/rlax,,,,,,,,,,,,
519,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,59.0,173.0,894.0,A Jupyter - Three.js bridge.,30.0,24,False,2022-08-31 09:02:38,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],26.0,26.0,https://pypi.org/project/pythreejs,74521.0,83997.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,505254.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3735.0,,,,,,,,,
520,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,252.0,42.0,72.0,103.0,188.0,885.0,Gaussian Process Optimization using GPy.,49.0,24,True,2020-03-19 21:21:18,1.2.6,1.0,gpyopt,,,,,454.0,454.0,https://pypi.org/project/gpyopt,7172.0,7172.0,,,,,,,,2.0,,,,,,,,,,,,,,,
521,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2023-08-14 23:20:14.000000,2023-03-06 07:52:05,311.0,,107.0,26.0,36.0,34.0,69.0,865.0,Bokeh Plotting Backend for Pandas and GeoPandas.,15.0,24,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],512.0,512.0,https://pypi.org/project/pandas-bokeh,28847.0,28847.0,,,,,,,,3.0,,,,,,,,,,,,,,,
522,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2023-01-03 21:24:56.000000,2023-01-03 21:24:56,1146.0,,160.0,33.0,25.0,33.0,235.0,742.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,24,True,2019-04-04 19:44:59,0.8.2,29.0,neupy,,,,,152.0,152.0,https://pypi.org/project/neupy,1663.0,1663.0,,,,,,,,3.0,,,,,,,,,,,,,,,
523,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2023-08-23 07:53:53.000000,2023-08-22 10:38:02,306.0,15.0,106.0,19.0,72.0,1.0,61.0,722.0,An intuitive library to extract features from time series.,18.0,24,True,2023-08-23 07:53:53,0.1.6,10.0,tsfel,,,,,94.0,94.0,https://pypi.org/project/tsfel,22200.0,22200.0,,,,,,,,3.0,,,,,,,,,,,,,,,
524,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-09-14 11:22:46.000000,2023-09-14 06:13:31,2894.0,50.0,98.0,15.0,221.0,11.0,114.0,684.0,Python bindings for MPI.,26.0,24,True,2022-11-02 14:19:49,3.1.4,11.0,mpi4py,conda-forge/mpi4py,,,,,,https://pypi.org/project/mpi4py,143669.0,169226.0,https://anaconda.org/conda-forge/mpi4py,2023-06-16 13:22:26.826,2113968.0,,,,,3.0,14870.0,,,,,,,,,,,,,,
525,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-08-28 15:31:05.000000,2023-08-28 15:29:26,354.0,25.0,113.0,19.0,77.0,24.0,32.0,637.0,Working with molecular structures in pandas DataFrames.,14.0,24,True,2023-08-28 15:31:05,0.5.1de,17.0,biopandas,conda-forge/biopandas,,,['pandas'],199.0,199.0,https://pypi.org/project/biopandas,7620.0,9401.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,144294.0,,,,,3.0,,,BioPandas/biopandas,,,,,,,,,,,,
526,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-08-16 02:49:41.000000,2023-08-15 19:46:25,451.0,14.0,93.0,23.0,82.0,9.0,93.0,621.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,24,True,,,,tinytag,,,,,847.0,847.0,https://pypi.org/project/tinytag,16585.0,16585.0,,,,,,,,3.0,,,,,,,,,,,,,,,
527,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2023-07-17 20:34:35.934000,2023-07-17 15:55:22,3693.0,47.0,65.0,46.0,346.0,19.0,387.0,533.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,24,False,2023-07-17 16:04:04,4.0.0,68.0,skll,conda-forge/skll,,,['sklearn'],39.0,39.0,https://pypi.org/project/skll,343.0,851.0,https://anaconda.org/conda-forge/skll,2023-07-17 20:34:35.934,11191.0,,,,,3.0,13.0,,,,,,,,,,,,,,
528,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2023-06-16 18:03:39.000000,2023-03-04 05:19:44,2327.0,,600.0,147.0,1362.0,112.0,985.0,7959.0,Production infrastructure for machine learning at scale.,24.0,23,True,2022-09-23 18:01:31,0.42.1,63.0,cortex,,,,,,,https://pypi.org/project/cortex,3841.0,3841.0,,,,,,,,3.0,,,,,,,,,,,,,,,
529,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1594.0,462.0,698.0,23.0,441.0,7232.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,23,False,2021-01-06 07:16:21,2.2.4,76.0,tensorlayer,,,,['tensorflow'],,,https://pypi.org/project/tensorlayer,1279.0,1298.0,,,,,,,,3.0,1619.0,,,,,,,,,,,,,,
530,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-08-26 09:00:52.000000,2023-08-15 16:56:21,592.0,2.0,711.0,107.0,580.0,58.0,344.0,5458.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,56.0,23,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,,,['tensorflow'],,,https://pypi.org/project/t5,82914.0,82914.0,,,,,,,,3.0,,,,,,,,,,,,,,,
