,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
395,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-06-16 16:12:36.657000,2023-05-26 06:04:28,671.0,24.0,140.0,24.0,120.0,1.0,122.0,1208.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-05-24 13:51:37,1.0.0,20.0,opentsne,conda-forge/opentsne,,,,596.0,596.0,https://pypi.org/project/opentsne,18716.0,22620.0,https://anaconda.org/conda-forge/opentsne,2023-06-16 16:12:36.657,210846.0,,,,,3.0,,,,,,,,,,,,,,,
396,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-06-20 20:33:40.000000,2023-06-20 20:33:39,1334.0,32.0,246.0,74.0,101.0,20.0,51.0,1206.0,Model analysis tools for TensorFlow.,55.0,27,True,2023-04-14 19:45:09,0.44.0,55.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,211191.0,211191.0,,,,,,,,2.0,,,,,,,,,,,,,,,
397,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-06-21 20:25:55.000000,2023-06-14 20:30:45,654.0,126.0,74.0,19.0,211.0,42.0,146.0,1204.0,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,30.0,27,True,2023-06-14 17:26:17,0.10.6,28.0,equinox,,,,['jax'],164.0,164.0,https://pypi.org/project/equinox,8233.0,8233.0,,,,,,,,1.0,,,,,,,,,,,,,,,
398,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-06-14 13:13:17.000000,2023-06-14 13:13:16,925.0,10.0,97.0,25.0,106.0,22.0,44.0,1124.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",21.0,27,True,2023-03-12 22:51:16,1.3.17,30.0,imodels,,,,,49.0,49.0,https://pypi.org/project/imodels,50121.0,50121.0,,,,,,,,2.0,,,,,,,,,,,,,,,
399,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-06-16 16:07:55.979000,2020-10-14 13:22:39,167.0,,320.0,71.0,83.0,24.0,26.0,1068.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:28:25,0.5.5,9.0,empyrical,conda-forge/empyrical,,,,1161.0,1161.0,https://pypi.org/project/empyrical,26597.0,26956.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,23033.0,,,,,2.0,,,,,,,,,,,,,,,
400,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-06-22 05:49:29.000000,2023-06-09 02:21:01,744.0,16.0,102.0,30.0,347.0,71.0,268.0,909.0,BAyesian Model-Building Interface (Bambi) in Python.,32.0,27,True,2023-05-25 01:50:08,0.11.0,21.0,bambi,conda-forge/bambi,,,,74.0,74.0,https://pypi.org/project/bambi,17955.0,18449.0,https://anaconda.org/conda-forge/bambi,2023-06-16 16:16:21.246,22769.0,,,,,3.0,,,,,,,,,,,,,,,
401,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-06-22 12:29:15.000000,2023-06-22 09:47:29,3242.0,125.0,43.0,139.0,412.0,95.0,282.0,884.0,An open-source plotting library for statistical data.,19.0,27,True,2023-05-09 17:00:48,3.2.0,61.0,lets-plot,,,,,34.0,34.0,https://pypi.org/project/lets-plot,10952.0,10963.0,,,,,,,,3.0,495.0,,,,,,,,,,,,,,
402,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-06-12 19:02:49.000000,2023-04-19 21:43:19,547.0,1.0,165.0,35.0,83.0,73.0,122.0,851.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 10:51:36,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1165.0,1165.0,https://pypi.org/project/scikit-multilearn,78432.0,78432.0,,,,,,,,2.0,,,,,,,,,,,,,,,
403,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-06-12 16:53:07.000000,2023-03-06 13:54:05,3661.0,,314.0,68.0,671.0,36.0,516.0,787.0,The Classical Language Toolkit.,120.0,27,True,2021-06-10 16:34:40,1.0.15,66.0,cltk,,,,,240.0,240.0,https://pypi.org/project/cltk,1306.0,1306.0,,,,,,,,2.0,35.0,,,,,,,,,,,,,,
404,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-06-16 16:15:32.587000,2023-04-20 15:11:11,640.0,2.0,94.0,12.0,89.0,62.0,60.0,765.0,A Python nearest neighbor descent for approximate nearest neighbors.,24.0,27,True,2023-04-20 15:18:54,0.5.10,22.0,pynndescent,conda-forge/pynndescent,,,,3758.0,3758.0,https://pypi.org/project/pynndescent,827165.0,857908.0,https://anaconda.org/conda-forge/pynndescent,2023-06-16 16:15:32.587,1475698.0,,,,,3.0,,,,,,,,,,,,,,,
405,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-06-16 16:15:12.536000,2023-05-13 06:37:52,1255.0,19.0,117.0,25.0,390.0,14.0,109.0,721.0,A Comparative Framework for Multimodal Recommender Systems.,16.0,27,True,2023-05-13 06:40:19,1.15.4,46.0,cornac,conda-forge/cornac,,,,164.0,164.0,https://pypi.org/project/cornac,66080.0,72289.0,https://anaconda.org/conda-forge/cornac,2023-06-16 16:15:12.536,304269.0,,,,,2.0,,,,,,,,,,,,,,,
406,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-06-01 11:39:04.000000,2023-05-25 00:31:42,1596.0,3.0,252.0,43.0,1206.0,244.0,352.0,651.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",100.0,27,True,2023-03-29 02:39:56,0.32.0,39.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,1601080.0,1601080.0,,,,,,,,3.0,,,,,,,,,,,,,,,
407,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4253.0,1264.0,557.0,751.0,2542.0,17390.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,26,False,2019-04-26 14:13:32,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,659.0,817.0,,,,,,,,3.0,14122.0,,,,,,,,,,,,,,
408,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-06-22 11:42:19.000000,2023-06-19 13:24:53,1539.0,300.0,553.0,89.0,1519.0,77.0,463.0,11169.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,56.0,26,True,2023-05-25 20:09:47,1.2.2,48.0,,,,,,,,,,9.0,,,,,,,,2.0,240.0,,,,,,,,,,,,,,
409,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-05-29 21:12:02.000000,2023-03-29 01:15:47,1614.0,1.0,778.0,144.0,1553.0,99.0,125.0,7594.0,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38,1.4.1,18.0,trax,,,,,114.0,114.0,https://pypi.org/project/trax,10317.0,10317.0,,,,,,,,3.0,,,,,,,,,,,,,,,
410,faust,robinhood/faust,data-pipelines,,https://github.com/robinhood/faust,https://github.com/robinhood/faust,,2017-03-08 18:36:11.000,2023-02-23 18:42:48.000000,2023-02-23 18:42:48,4138.0,,540.0,141.0,293.0,234.0,241.0,6557.0,Python Stream Processing.,95.0,26,False,2018-05-24 05:44:13,1.0.10d3,3.0,faust,,,,,1568.0,1568.0,https://pypi.org/project/faust,23598.0,23598.0,,,,,,,,3.0,,,,,,,,,,,,,,,
411,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-06-16 19:20:49.106000,2020-05-03 07:13:22,108.0,,580.0,139.0,30.0,57.0,52.0,5410.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1237.0,1237.0,https://pypi.org/project/flashtext,880639.0,881075.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,15266.0,,,,,2.0,,,,,,,,,,,,,,,
412,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1117.0,212.0,90.0,177.0,120.0,5331.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,26,True,,,,pyAudioAnalysis,,,,,356.0,356.0,https://pypi.org/project/pyAudioAnalysis,15853.0,15853.0,,,,,,,,3.0,,,,,,,,,,,,,,,
413,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-06-16 21:26:32.000000,2023-06-16 21:26:27,591.0,6.0,692.0,105.0,578.0,56.0,344.0,5282.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,56.0,26,True,2020-04-03 19:06:25,0.4.0,1.0,t5,,,,['tensorflow'],179.0,179.0,https://pypi.org/project/t5,13221.0,13221.0,,,,,,,,2.0,,,,,,,,,,,,,,,
414,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,940.0,142.0,30.0,39.0,77.0,3985.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,26,False,2014-11-17 16:34:37,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,6897.0,6897.0,https://pypi.org/project/vadersentiment,253266.0,253724.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,12382.0,,,,,2.0,,,,,,,,,,,,,,,
415,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182.0,,367.0,65.0,51.0,75.0,54.0,3726.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:37:32,0.3.4,10.0,layoutparser,,,,,370.0,370.0,https://pypi.org/project/layoutparser,92505.0,92505.0,,,,,,,,3.0,,,,,,,,,,,,,,,
416,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,14.0,369.0,37.0,49.0,59.0,173.0,3467.0,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-04-20 04:58:40,1.0.0,4.0,openprompt,,,,,58.0,58.0,https://pypi.org/project/openprompt,2609.0,2609.0,,,,,,,,2.0,,,,,,,,,,,,,,,
417,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-06-16 16:11:58.064000,2023-04-21 09:54:21,207.0,3.0,297.0,87.0,88.0,43.0,31.0,3352.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,4107.0,4595.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,26894.0,,,,,3.0,,,,,,,,,,,,,,,
418,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,464.0,100.0,49.0,52.0,253.0,2700.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,641.0,641.0,https://pypi.org/project/neuralcoref,3588.0,3956.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14393.0,,,,,2.0,706.0,,,,,,,,,,,,,,
419,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-06-19 04:48:59.000000,2023-06-19 04:48:55,3383.0,35.0,326.0,159.0,1124.0,21.0,57.0,2630.0,Neural Network Libraries.,72.0,26,True,2023-04-25 02:08:35,1.35.1,70.0,nnabla,,,,,,,https://pypi.org/project/nnabla,4245.0,4254.0,,,,,,,,3.0,680.0,,,,,,,,,,,,,,
420,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-16 19:19:34.916000,2023-05-25 00:42:46,469.0,6.0,293.0,63.0,314.0,38.0,122.0,2542.0,DDSP: Differentiable Digital Signal Processing.,32.0,26,True,2023-04-26 19:23:09,3.5.1,23.0,ddsp,conda-forge/ddsp,,,['tensorflow'],40.0,40.0,https://pypi.org/project/ddsp,38710.0,39097.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,13965.0,,,,,3.0,,,,,,,,,,,,,,,
421,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2023-06-21 23:50:12.000000,2023-05-31 14:47:15,525.0,2.0,121.0,48.0,53.0,10.0,121.0,2182.0,Python library for creating data pipelines with chain functional programming.,28.0,26,True,2021-01-12 19:21:07,1.4.3,11.0,pyfunctional,,,,,630.0,630.0,https://pypi.org/project/pyfunctional,252577.0,252577.0,,,,,,,,3.0,,,,,,,,,,,,,,,
422,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249.0,,231.0,25.0,315.0,68.0,37.0,2038.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],578.0,578.0,https://pypi.org/project/lazypredict,22762.0,22858.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2114.0,,,,,2.0,,,,,,,,,,,,,,,
423,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-05-17 02:33:41.000000,2022-07-27 21:58:40,452.0,,306.0,62.0,138.0,20.0,72.0,2009.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,26,True,2022-07-27 22:00:22,3.2.4,20.0,pytextrank,,,,,421.0,421.0,https://pypi.org/project/pytextrank,50188.0,50188.0,,,,,,,,2.0,,,,,,,,,,,,,,,
424,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-15 21:22:36.000000,2023-05-15 21:21:45,660.0,2.0,182.0,35.0,131.0,3.0,121.0,1860.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,26,True,2023-01-04 21:22:30,2.2.0,13.0,norfair,,,,,119.0,119.0,https://pypi.org/project/norfair,14666.0,14674.0,,,,,,,,3.0,275.0,,,,,,,,,,,,,,
425,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-06-16 16:17:11.586000,2023-04-20 14:53:46,460.0,4.0,230.0,50.0,48.0,20.0,91.0,1513.0,Contextually-keyed word vectors.,19.0,26,True,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,269.0,269.0,https://pypi.org/project/sense2vec,5001.0,6621.0,https://anaconda.org/conda-forge/sense2vec,2023-06-16 16:17:11.586,33369.0,,,,,2.0,54522.0,,,,,,,,,,,,,,
426,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2023-06-19 18:51:00.000000,2023-06-16 21:42:50,1016.0,60.0,158.0,23.0,340.0,57.0,239.0,1508.0,Scalable and user friendly neural forecasting algorithms.,26.0,26,False,2023-04-22 19:28:07,1.5.0,10.0,neuralforecast,conda-forge/neuralforecast,,,,25.0,25.0,https://pypi.org/project/neuralforecast,7331.0,7831.0,https://anaconda.org/conda-forge/neuralforecast,2023-06-18 08:41:06.884,7501.0,,,,,3.0,,,,,,,,,,,,,,,
427,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-06-16 19:20:25.471000,2022-08-04 10:15:01,159.0,,243.0,49.0,84.0,20.0,187.0,1348.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],401.0,401.0,https://pypi.org/project/gplearn,4508.0,4658.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,5413.0,,,,,3.0,,,,,,,,,,,,,,,
428,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-06-22 03:37:38.000000,2023-06-20 14:43:45,500.0,67.0,280.0,51.0,108.0,43.0,29.0,1343.0,Interpretability and explainability of data and machine learning models.,41.0,26,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,,73.0,73.0,https://pypi.org/project/aix360,581.0,581.0,,,,,,,,2.0,,,,,,,,,,,,,,,
429,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-06-16 19:27:14.758000,2023-06-06 04:12:19,168.0,15.0,171.0,32.0,16.0,,70.0,1341.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,33.0,autoviz,conda-forge/autoviz,,,,464.0,464.0,https://pypi.org/project/autoviz,47911.0,49564.0,https://anaconda.org/conda-forge/autoviz,2023-06-16 19:27:14.758,36368.0,,,,,3.0,,,,,,,,,,,,,,,
430,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-06-22 10:53:33.000000,2023-06-21 23:38:31,5976.0,160.0,241.0,47.0,2196.0,284.0,1187.0,1320.0,cuGraph - RAPIDS Graph Analytics Library.,101.0,26,True,2023-06-13 13:43:38,23.06.02,29.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,189.0,773.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,15195.0,,,,,2.0,,,,,,,,,,,,,,,
431,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-03-02 15:10:38.000000,2023-03-02 15:04:42,512.0,,379.0,31.0,43.0,10.0,115.0,1253.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,409.0,409.0,https://pypi.org/project/minisom,12881.0,12881.0,,,,,,,,3.0,,,,,,,,,,,,,,,
432,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,141.0,37.0,214.0,102.0,152.0,1172.0,Real-time stream processing for python.,48.0,26,True,,,16.0,streamz,conda-forge/streamz,,,,404.0,404.0,https://pypi.org/project/streamz,13063.0,23154.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,696293.0,,,,,3.0,,,,,,,,,,,,,,,
433,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,172.0,25.0,35.0,,114.0,1172.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1395.0,1395.0,https://pypi.org/project/fancyimpute,9822.0,9822.0,,,,,,,,2.0,,,,,,,,,,,,,,,
434,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-06-13 15:44:32.000000,2023-06-13 15:44:32,1102.0,9.0,230.0,38.0,66.0,49.0,202.0,1133.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-05-05 17:25:40,2.1.0,4.0,innvestigate,,,,['tensorflow'],105.0,105.0,https://pypi.org/project/innvestigate,778.0,784.0,,,,,,,,2.0,66.0,,,,,,,,,,,,,,
435,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-06-06 09:46:41.000000,2023-06-06 09:46:40,415.0,2.0,319.0,38.0,295.0,20.0,200.0,1106.0,A research toolkit for particle swarm optimization in Python.,45.0,26,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,271.0,271.0,https://pypi.org/project/pyswarms,9404.0,9404.0,,,,,,,,3.0,,,,,,,,,,,,,,,
436,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-04-26 22:41:14.000000,2023-04-26 22:41:12,563.0,7.0,182.0,48.0,61.0,1.0,67.0,967.0,Training neural models with structured signals.,37.0,26,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],358.0,358.0,https://pypi.org/project/neural-structured-learning,12106.0,12106.0,,,,,,,,3.0,,,,,,,,,,,,,,,
437,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-06-16 19:21:24.805000,2022-09-28 08:58:38,127.0,,103.0,22.0,91.0,26.0,71.0,882.0,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,26,True,2021-02-01 10:18:48,1.2.0,7.0,submitit,conda-forge/submitit,,,,1330.0,1330.0,https://pypi.org/project/submitit,160561.0,161219.0,https://anaconda.org/conda-forge/submitit,2023-06-16 19:21:24.805,22396.0,,,,,3.0,,,,,,,,,,,,,,,
