,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
402,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1023.0,218.0,3648.0,418.0,1108.0,2945.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,1789.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,124536.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1499.0,3.0,,,,,,,shogun,,,,,,,,
403,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-04-13 18:40:07.000000,2021-06-22 10:51:48,116.0,,464.0,98.0,49.0,52.0,253.0,2684.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,621.0,621.0,https://pypi.org/project/neuralcoref,3510.0,3876.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,13957.0,,,,,2.0,669.0,,,,,,,,,,,,,,
404,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-05-09 14:29:44.000000,2023-05-04 07:01:36,4221.0,106.0,493.0,42.0,967.0,87.0,613.0,2625.0,"A unified, comprehensive and efficient recommendation library.",62.0,26,True,2022-10-05 02:45:00,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,3724.0,3832.0,https://anaconda.org/aibox/recbole,2022-10-05 02:30:11.592,3266.0,,,,,2.0,,,,,,,,,,,,,,,
405,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-05-11 06:43:10.000000,2023-04-28 08:56:15,1290.0,8.0,308.0,93.0,2145.0,195.0,976.0,2589.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",46.0,26,True,2023-01-10 09:30:53,0.10.0,100.0,pymars,,,,,,,https://pypi.org/project/pymars,58698.0,58698.0,,,,,,,,3.0,,,,,,,,,,,,,,,
406,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-05-01 17:35:00.000000,2023-05-01 17:34:55,468.0,5.0,289.0,64.0,313.0,34.0,118.0,2486.0,DDSP: Differentiable Digital Signal Processing.,32.0,26,True,2023-04-26 19:23:09,3.5.1,23.0,ddsp,conda-forge/ddsp,,,['tensorflow'],39.0,39.0,https://pypi.org/project/ddsp,21971.0,22356.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,13507.0,,,,,3.0,,,,,,,,,,,,,,,
407,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-05-06 19:23:59.000000,2023-05-06 19:23:59,384.0,13.0,275.0,56.0,14.0,18.0,78.0,2087.0,Beautiful visualizations of how language differs among document types.,14.0,26,True,2017-03-13 05:31:21,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,382.0,382.0,https://pypi.org/project/scattertext,8254.0,9377.0,https://anaconda.org/conda-forge/scattertext,2022-12-08 14:02:02.569,77509.0,,,,,2.0,,,,,,,,,,,,,,,
408,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-05-03 05:32:02.000000,2022-11-04 13:55:21,405.0,,657.0,88.0,226.0,139.0,87.0,2027.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,26,True,2022-09-03 03:41:16,0.5.0,10.0,aif360,conda-forge/aif360,,,,242.0,242.0,https://pypi.org/project/aif360,7384.0,7565.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,5798.0,,,,,2.0,,,,,,,,,,,,,,,
409,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-05-04 14:37:23.000000,2021-07-16 09:03:20,66.0,,453.0,36.0,42.0,55.0,58.0,2021.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:22:45,1.1.1,8.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1518.0,1518.0,https://pypi.org/project/efficientnet,53694.0,58887.0,https://anaconda.org/anaconda/efficientnet,2023-03-16 12:54:55.391,353.0,,,,,3.0,248772.0,,,,,,,,,,,,,,
410,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-03-14 17:59:54.000000,2022-09-28 17:12:28,249.0,,223.0,25.0,315.0,65.0,37.0,2002.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,26,True,2022-09-28 06:56:26,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],514.0,514.0,https://pypi.org/project/lazypredict,22301.0,22390.0,https://anaconda.org/conda-forge/lazypredict,2022-09-29 02:32:55.756,1889.0,,,,,2.0,,,,,,,,,,,,,,,
411,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-03-01 20:22:42.000000,2022-07-27 21:58:40,452.0,,306.0,62.0,137.0,20.0,72.0,1996.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,26,True,2022-07-27 22:00:22,3.2.4,20.0,pytextrank,,,,,386.0,386.0,https://pypi.org/project/pytextrank,47640.0,47640.0,,,,,,,,2.0,,,,,,,,,,,,,,,
412,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-04-13 16:29:12.000000,2021-07-09 11:06:18,56.0,,473.0,41.0,23.0,63.0,38.0,1975.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3453.0,3453.0,https://pypi.org/project/mtcnn,84956.0,85182.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,8830.0,,,,,3.0,,,,,,,,,,,,,,,
413,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2023-05-10 09:20:53.000000,2023-03-19 12:02:21,374.0,1.0,125.0,30.0,215.0,41.0,139.0,1565.0,Fast job queuing and RPC in python with asyncio and redis.,53.0,26,True,2022-12-02 13:19:42,0.25.0,55.0,arq,conda-forge/arq,,,,394.0,394.0,https://pypi.org/project/arq,42118.0,42394.0,https://anaconda.org/conda-forge/arq,2022-12-02 21:20:48.722,6903.0,,,,,3.0,,,,,,,,,,,,,,,
414,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-05-04 15:34:40.000000,2023-05-04 15:34:39,782.0,12.0,340.0,35.0,786.0,148.0,265.0,1565.0,A Python package to assess and improve fairness of machine learning models.,75.0,26,True,2022-10-28 22:10:03,0.8.0,12.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,141211.0,141876.0,https://anaconda.org/conda-forge/fairlearn,2022-12-02 16:03:10.727,25972.0,,,,,2.0,,,,,,,,,,,,,,,
415,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,,2011-04-06 02:53:31.000,2023-01-10 17:12:02.000000,2023-01-10 17:11:50,1579.0,,266.0,56.0,130.0,65.0,172.0,1537.0,"CUDA integration for Python, plus shiny features.",79.0,26,False,2022-11-21 18:58:03,2022.2,5.0,pycuda,conda-forge/pycuda,,,,2066.0,2066.0,https://pypi.org/project/pycuda,38628.0,46344.0,https://anaconda.org/conda-forge/pycuda,2022-12-21 11:36:07.684,200639.0,,,,,2.0,,,,,,,,,,,,,,,
416,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-05-04 01:05:28.000000,2023-05-04 01:05:28,1358.0,41.0,300.0,28.0,365.0,65.0,117.0,1504.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,True,2023-03-03 02:41:24,2.2.4post,9.0,pgl,,,,['paddle'],41.0,41.0,https://pypi.org/project/pgl,2019.0,2019.0,,,,,,,,2.0,,,,,,,,,,,,,,,
417,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-04-20 14:53:46.000000,2023-04-20 14:53:46,460.0,4.0,229.0,49.0,48.0,20.0,91.0,1498.0,Contextually-keyed word vectors.,19.0,26,True,2023-04-17 13:11:14,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,254.0,254.0,https://pypi.org/project/sense2vec,2901.0,4498.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,32353.0,,,,,2.0,52614.0,,,,,,,,,,,,,,
418,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2023-03-31 14:25:45.000000,2022-07-18 20:04:25,1071.0,,214.0,103.0,173.0,62.0,264.0,1485.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",43.0,26,True,2022-01-10 21:46:17,4.1.2,44.0,streamparse,,,,,58.0,58.0,https://pypi.org/project/streamparse,4373.0,4373.0,,,,,,,,3.0,,,,,,,,,,,,,,,
419,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-01 18:58:36.000000,2023-01-25 23:36:03,656.0,,236.0,48.0,310.0,65.0,14.0,1412.0,Mesh TensorFlow: Model Parallelism Made Easier.,49.0,26,True,2018-12-11 00:09:43,0.0.5,4.0,mesh-tensorflow,,,,['tensorflow'],812.0,812.0,https://pypi.org/project/mesh-tensorflow,29997.0,29997.0,,,,,,,,3.0,,,,,,,,,,,,,,,
420,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,223.0,49.0,183.0,43.0,119.0,1328.0,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:55:51,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],268.0,268.0,https://pypi.org/project/metric-learn,23413.0,23655.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,9219.0,,,,,3.0,,,,,,,,,,,,,,,
421,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-05-10 15:45:52.000000,2023-05-10 15:45:52,449.0,16.0,276.0,52.0,103.0,43.0,29.0,1327.0,Interpretability and explainability of data and machine learning models.,40.0,26,True,2020-10-28 09:32:21,0.2.1,2.0,aix360,,,,,72.0,72.0,https://pypi.org/project/aix360,1497.0,1497.0,,,,,,,,2.0,,,,,,,,,,,,,,,
422,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-05-06 16:33:16.336000,2023-05-05 14:08:04,157.0,4.0,167.0,32.0,16.0,,69.0,1310.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,32.0,autoviz,conda-forge/autoviz,,,,428.0,428.0,https://pypi.org/project/autoviz,75368.0,76935.0,https://anaconda.org/conda-forge/autoviz,2023-05-06 16:33:16.336,32916.0,,,,,3.0,,,,,,,,,,,,,,,
423,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-05-11 04:44:37.000000,2023-05-10 13:33:47,5914.0,140.0,239.0,47.0,2126.0,281.0,1144.0,1289.0,cuGraph - RAPIDS Graph Analytics Library.,100.0,26,True,2023-04-12 21:33:55,23.04.00,26.0,cugraph,conda-forge/libcugraph,,,,2.0,2.0,https://pypi.org/project/cugraph,198.0,761.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,14094.0,,,,,2.0,,,,,,,,,,,,,,,
424,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-03-02 15:10:38.000000,2023-03-02 15:04:42,512.0,2.0,378.0,31.0,43.0,10.0,113.0,1239.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38,2.3.1,3.0,minisom,,,,,384.0,384.0,https://pypi.org/project/minisom,15302.0,15302.0,,,,,,,,3.0,,,,,,,,,,,,,,,
425,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-02-20 21:02:02.819000,2023-02-20 15:22:10,647.0,11.0,137.0,24.0,118.0,3.0,120.0,1181.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-02-20 15:45:58,0.7.1,19.0,opentsne,conda-forge/opentsne,,,,561.0,561.0,https://pypi.org/project/opentsne,19172.0,22948.0,https://anaconda.org/conda-forge/opentsne,2023-02-20 21:02:02.819,200130.0,,,,,3.0,,,,,,,,,,,,,,,
426,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,172.0,25.0,35.0,3.0,111.0,1162.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41,0.5.5,5.0,fancyimpute,,,,['sklearn'],1369.0,1369.0,https://pypi.org/project/fancyimpute,10655.0,10655.0,,,,,,,,2.0,,,,,,,,,,,,,,,
427,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-05-10 23:03:14.000000,2023-05-10 23:03:13,606.0,128.0,66.0,20.0,178.0,38.0,130.0,1120.0,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,26.0,26,True,2023-04-25 19:51:01,0.10.3,25.0,equinox,,,,['jax'],139.0,139.0,https://pypi.org/project/equinox,7229.0,7229.0,,,,,,,,1.0,,,,,,,,,,,,,,,
428,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-05-05 17:25:23.000000,2023-05-05 17:20:52,1099.0,6.0,229.0,38.0,64.0,47.0,202.0,1119.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-05-05 17:25:40,2.1.0,4.0,innvestigate,,,,['tensorflow'],100.0,100.0,https://pypi.org/project/innvestigate,794.0,800.0,,,,,,,,2.0,56.0,,,,,,,,,,,,,,
429,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-05-09 23:10:54.000000,2023-05-09 23:10:54,921.0,31.0,95.0,25.0,105.0,22.0,42.0,1097.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",20.0,26,True,2023-03-12 22:51:16,1.3.17,30.0,imodels,,,,,44.0,44.0,https://pypi.org/project/imodels,16742.0,16742.0,,,,,,,,2.0,,,,,,,,,,,,,,,
430,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-03-01 01:21:38.000000,2022-07-03 12:07:58,412.0,,317.0,36.0,295.0,19.0,198.0,1091.0,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2020-11-14 05:18:38,.1.2.0,15.0,pyswarms,,,,,255.0,255.0,https://pypi.org/project/pyswarms,8250.0,8250.0,,,,,,,,3.0,,,,,,,,,,,,,,,
431,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-11-21 17:15:03.000000,2021-02-12 19:04:59,2079.0,,237.0,39.0,35.0,65.0,590.0,1072.0,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07,0.10.1.2,18.0,pyclustering,conda-forge/pyclustering,,,,476.0,476.0,https://pypi.org/project/pyclustering,40356.0,41641.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,52492.0,,,,,3.0,444.0,,,,,,,,,,,,,,
432,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-05-09 22:14:01.000000,2023-05-09 22:14:01,343.0,132.0,164.0,23.0,25.0,2.0,119.0,986.0,"Multivariate exploratory data analysis in Python: PCA, CA, MCA, MFA, FAMD, GPA.",14.0,26,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],348.0,348.0,https://pypi.org/project/prince,51509.0,51869.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,15130.0,,,,,3.0,,,,,,,,,,,,,,,
433,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-04-26 22:41:14.000000,2023-04-26 22:41:12,563.0,9.0,183.0,48.0,61.0,1.0,67.0,967.0,Training neural models with structured signals.,37.0,26,True,2022-07-29 20:57:47,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],341.0,341.0,https://pypi.org/project/neural-structured-learning,19612.0,19612.0,,,,,,,,3.0,,,,,,,,,,,,,,,
434,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-05-10 20:55:14.000000,2023-04-27 16:45:20,736.0,12.0,100.0,29.0,337.0,68.0,266.0,900.0,BAyesian Model-Building Interface (Bambi) in Python.,32.0,26,True,2023-02-10 02:07:13,0.10.0,20.0,bambi,conda-forge/bambi,,,,66.0,66.0,https://pypi.org/project/bambi,6976.0,7440.0,https://anaconda.org/conda-forge/bambi,2023-02-10 13:49:00.553,20880.0,,,,,3.0,,,,,,,,,,,,,,,
435,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-04-05 15:21:21.000000,2022-09-28 08:58:38,127.0,,100.0,21.0,91.0,25.0,69.0,846.0,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,26,True,2021-02-01 10:18:48,1.2.0,6.0,submitit,conda-forge/submitit,,,,1164.0,1164.0,https://pypi.org/project/submitit,90597.0,91189.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745,19540.0,,,,,3.0,,,,,,,,,,,,,,,
436,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-05-03 17:13:25.000000,2023-05-03 17:12:33,5648.0,140.0,73.0,13.0,74.0,199.0,218.0,793.0,"Experiment tracking, ML developer tools.",26.0,26,True,2022-05-11 01:13:36,0.8.1,2.0,guildai,,,,,76.0,76.0,https://pypi.org/project/guildai,3264.0,3264.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,
437,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-03-08 23:46:32.000000,2023-03-06 13:54:05,3661.0,2.0,313.0,67.0,669.0,34.0,516.0,784.0,The Classical Language Toolkit.,120.0,26,True,2021-06-10 16:34:40,1.0.15,66.0,cltk,,,,,236.0,236.0,https://pypi.org/project/cltk,1138.0,1138.0,,,,,,,,2.0,26.0,,,,,,,,,,,,,,
438,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,,2011-04-05 12:10:12.000,2023-05-03 01:07:43.000000,2023-04-03 15:25:17,15573.0,12.0,341.0,43.0,1583.0,238.0,2940.0,764.0,An open-source application for biological image analysis.,134.0,26,False,2022-12-15 14:53:40,4.2.5,47.0,cellprofiler,,,,,18.0,18.0,https://pypi.org/project/cellprofiler,701.0,744.0,,,,,,,,3.0,4917.0,,,,,,,,,,,,,,
439,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-04-16 16:54:51.486000,2023-04-16 03:21:41,1249.0,13.0,116.0,26.0,387.0,12.0,109.0,713.0,A Comparative Framework for Multimodal Recommender Systems.,16.0,26,True,2023-04-16 03:27:20,1.15.1,43.0,cornac,conda-forge/cornac,,,,157.0,157.0,https://pypi.org/project/cornac,38976.0,45012.0,https://anaconda.org/conda-forge/cornac,2023-04-16 16:54:51.486,289729.0,,,,,2.0,,,,,,,,,,,,,,,
440,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-05-04 10:22:28.000000,2021-12-20 23:24:01,1186.0,,148.0,21.0,641.0,23.0,207.0,437.0,A package built to support working with spatial data using open source python.,43.0,26,False,2021-10-01 22:50:41,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,219.0,219.0,https://pypi.org/project/earthpy,6790.0,8062.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,62339.0,,,,,3.0,,,,,,,,,,,,,,,
441,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-05-08 13:18:46.631000,2023-05-02 22:01:42,16799.0,127.0,100.0,27.0,3489.0,470.0,3339.0,416.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,False,2023-03-25 16:49:30,0.18.3,92.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,8115.0,13512.0,https://anaconda.org/conda-forge/datalad,2023-05-08 13:18:46.631,334614.0,,,,,3.0,,,,,,,,,,,,,,,
442,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574.0,,76.0,28.0,313.0,60.0,27.0,351.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-16 20:29:30,0.1.16,17.0,tensorflow-cloud,,,,['tensorflow'],248.0,248.0,https://pypi.org/project/tensorflow-cloud,70013.0,70013.0,,,,,,,,3.0,,,,,,,,,,,,,,,
